# Spectrum file for cosima

IP LIN

DP 10 3.59993e-25
DP 10.4713 3.8332e-25
DP 10.9648 4.0817e-25
DP 11.4815 4.34645e-25
DP 12.0226 4.62851e-25
DP 12.5893 4.92904e-25
DP 13.1826 5.24927e-25
DP 13.8038 5.5905e-25
DP 14.4544 5.95413e-25
DP 15.1356 6.34167e-25
DP 15.8489 6.75471e-25
DP 16.5959 7.19497e-25
DP 17.378 7.66426e-25
DP 18.197 8.16454e-25
DP 19.0546 8.69791e-25
DP 19.9526 9.2666e-25
DP 20.893 9.87301e-25
DP 21.8776 1.05197e-24
DP 22.9087 1.12094e-24
DP 23.9883 1.1945e-24
DP 25.1189 1.27298e-24
DP 26.3027 1.3567e-24
DP 27.5423 1.44602e-24
DP 28.8403 1.54135e-24
DP 30.1995 1.64308e-24
DP 31.6228 1.75166e-24
DP 33.1131 1.86758e-24
DP 34.6737 1.99134e-24
DP 36.3078 2.1235e-24
DP 38.0189 2.26464e-24
DP 39.8107 2.4154e-24
DP 41.6869 2.57647e-24
DP 43.6516 2.74857e-24
DP 45.7088 2.93249e-24
DP 47.863 3.1291e-24
DP 50.1187 3.33929e-24
DP 52.4807 3.56405e-24
DP 54.9541 3.80445e-24
DP 57.544 4.06163e-24
DP 60.256 4.33682e-24
DP 63.0957 4.63135e-24
DP 66.0693 4.94666e-24
DP 69.1831 5.2843e-24
DP 72.4436 5.64595e-24
DP 75.8578 6.03341e-24
DP 79.4328 6.44866e-24
DP 83.1764 6.8938e-24
DP 87.0964 7.37114e-24
DP 91.2011 7.88316e-24
DP 95.4993 8.43256e-24
DP 100 9.02228e-24
DP 104.713 9.65548e-24
DP 109.648 1.03356e-23
DP 114.815 1.10664e-23
DP 120.226 1.1852e-23
DP 125.893 1.26967e-23
DP 131.826 1.36055e-23
DP 138.038 1.45836e-23
DP 144.544 1.56366e-23
DP 151.356 1.67709e-23
DP 158.489 1.79933e-23
DP 165.959 1.93111e-23
DP 173.78 2.07327e-23
DP 181.97 2.22668e-23
DP 190.546 2.39232e-23
DP 199.526 2.57125e-23
DP 208.93 2.76465e-23
DP 218.776 2.9738e-23
DP 229.087 3.2001e-23
DP 239.883 3.4451e-23
DP 251.189 3.71049e-23
DP 263.027 3.99813e-23
DP 275.423 4.31009e-23
DP 288.403 4.6486e-23
DP 301.995 5.01617e-23
DP 316.228 5.41554e-23
DP 331.131 5.84972e-23
DP 346.737 6.32205e-23
DP 363.078 6.83622e-23
DP 380.189 7.39631e-23
DP 398.107 8.00681e-23
DP 416.869 8.67271e-23
DP 436.516 9.39953e-23
DP 457.088 1.01934e-22
DP 478.63 1.1061e-22
DP 501.187 1.201e-22
DP 524.807 1.30486e-22
DP 549.541 1.41862e-22
DP 575.44 1.5433e-22
DP 602.56 1.68004e-22
DP 630.957 1.83012e-22
DP 660.693 1.99495e-22
DP 691.831 2.17612e-22
DP 724.436 2.37537e-22
DP 758.578 2.59468e-22
DP 794.328 2.83621e-22
DP 831.764 3.10241e-22
DP 870.964 3.396e-22
DP 912.011 3.72002e-22
DP 954.993 4.07786e-22
DP 1000 4.47332e-22

