# Spectrum file for cosima

IP LIN

DP 10 0
DP 10.4713 0
DP 10.9648 0
DP 11.4815 0
DP 12.0226 0
DP 12.5893 0
DP 13.1826 0
DP 13.8038 0
DP 14.4544 0
DP 15.1356 0
DP 15.8489 0
DP 16.5959 0
DP 17.378 0
DP 18.197 0
DP 19.0546 0
DP 19.9526 0
DP 20.893 0
DP 21.8776 0
DP 22.9087 0
DP 23.9883 0
DP 25.1189 0
DP 26.3027 0
DP 27.5423 0
DP 28.8403 0
DP 30.1995 0
DP 31.6228 0
DP 33.1131 0
DP 34.6737 0
DP 36.3078 0
DP 38.0189 0
DP 39.8107 0
DP 41.6869 0
DP 43.6516 0
DP 45.7088 0
DP 47.863 0
DP 50.1187 0
DP 52.4807 0
DP 54.9541 0
DP 57.544 0
DP 60.256 0
DP 63.0957 0
DP 66.0693 0
DP 69.1831 0
DP 72.4436 0
DP 75.8578 0
DP 79.4328 0
DP 83.1764 0
DP 87.0964 0
DP 91.2011 0
DP 95.4993 0
DP 100 0
DP 104.713 0
DP 109.648 0
DP 114.815 0
DP 120.226 0
DP 125.893 0
DP 131.826 0
DP 138.038 0
DP 144.544 0
DP 151.356 0
DP 158.489 0
DP 165.959 0
DP 173.78 0
DP 181.97 0
DP 190.546 0
DP 199.526 0
DP 208.93 0
DP 218.776 0
DP 229.087 0
DP 239.883 0
DP 251.189 0
DP 263.027 0
DP 275.423 0
DP 288.403 0
DP 301.995 0
DP 316.228 0
DP 331.131 0
DP 346.737 0
DP 363.078 0
DP 380.189 0
DP 398.107 0
DP 416.869 0
DP 436.516 0
DP 457.088 0
DP 478.63 0
DP 501.187 0
DP 524.807 0
DP 549.541 0
DP 575.44 0
DP 602.56 0
DP 630.957 0
DP 660.693 0
DP 691.831 0
DP 724.436 0
DP 758.578 0
DP 794.328 0
DP 831.764 0
DP 870.964 0
DP 912.011 0
DP 954.993 0
DP 1000 0

