#Spectrum file for cosima

IP LIN

DP 10.0 3.9046529369
DP 11.6015530174 3.52396198392
DP 13.4596032416 3.17505380182
DP 15.61523006 2.85512628966
DP 18.116091942 2.56164228303
DP 21.0174801133 2.2923105086
DP 24.3835409827 2.04506878997
DP 28.2886943463 1.81806927389
DP 32.8192787251 1.60966540702
DP 38.0754602122 1.41840033261
DP 44.1734470314 1.24299629033
DP 51.2480587696 1.0823444902
DP 59.4557070854 0.935494794146
DP 68.9778537939 0.801644386023
DP 80.0250227816 0.680124460518
DP 92.8414544519 0.570383849775
DP 107.710505604 0.471968486541
DP 124.960914129 0.38449575208
DP 144.974067037 0.307623170924
DP 168.192432488 0.241011691212
DP 195.129342264 0.184284996855
DP 226.380340952 0.136987916354
DP 262.636352765 0.0985488392037
DP 304.69895709 0.0682527015349
DP 353.498110503 0.0452318705977
DP 410.112707055 0.028481290748
DP 475.794431401 0.0169008372296
DP 551.995432128 0.00936189038826
DP 640.40042712 0.00478782323845
DP 742.963950759 0.00223191462472
DP 861.953566475 0.000934411335626
DP 1000.0 0.000345337537931
